title,introduction,link,price,booking_date,rating_star,rating_count,country,cities,cat_key
東京｜台湾パイナップルケーキ手作り体験・台湾女将直伝・出張体験教室｜台灣小館新宿店,多くの要望により、台湾パイナップルケーキ手作り体験が東京で開催！出張体験教室の形で期間限定販売！那須グランドホテル愛寿の台湾女将が手作りする、無添加の台湾パイナップルケーキ。皮作りから丁寧に指導と女将一緒に台湾パイナップルケーキの作り方を学びましょう。手作りした安全・安心な無添加の台湾パイナップルケーキをお土産に！,https://www.kkday.com/zh-tw/product/116391,484,20220401,5,2,日本,['東京'],"['DIY課程', '特色行程']"
Hong Kong Water Taxi Tickets (Full Fare),"Go on a cruise with Hong Kong Water Taxi, Hong Kong's new and iconic water tourism project in 2021. Travel around the world's three major natural harbors, Victoria Harbour, and see famous attractions on both sides of the strait: Central Ferris Wheel, International Finance Center, Bank of China Tower, Tsim Sha Tsui Promenade, Avenue of Stars, West Kowloon Cultural District, Kai Tak Cruise Terminal, and more. See the gorgeous night views of Hong Kong from the best seat in the house and experience the unique essence of the water.",https://www.kkday.com/zh-tw/product/120711,174,20220319,4.14,37,港澳,['香港'],"['景點門票', '水上活動', '遊船票券']"
[Yau Tong Indoor Shooting Range] Indoor Shooting Workshop Promo Package | For Two,"The indoor CQB field mainly imitates outdoor scenes, providing safe and interesting indoor airsoft shooting activities. It is roughly similar to the general WARGAME gameplay, but the battle distance is closer and more exciting. There are multiple simulation scenes such as mazes, warehouses, dangerous warehouses, container yards, tanks, markets, slides, etc., increasing investment in the game. Lighting effects, background music, and smoke will be added to the game to enhance the tension. Suitable for gatherings of parents, children, and friends, multi-player melee, super exciting!",https://www.kkday.com/zh-tw/product/121486,290,20220316,3.71,52,港澳,['香港'],"['刺激冒險', '主題樂園']"
[15% OFF For Two Spa Promotion] Queen's Beauty & Spa | Causeway Bay & Tsim Sha Tsui,"Queen's Beauty & Spa, established in 2003, is a spa and beauty center with 18 years of experience. Smell the aroma of essential oils and hear the soothing music as you walk into Queen's Beauty & Spa. Relax in a private room and immerse yourself in a quiet, natural, pressure-free, and refreshing environment from the inside to the outside.",https://www.kkday.com/zh-tw/product/104275-queens-beauty-spa,3379,20220421,4.67,27,港澳,['香港'],['身心療育']
[Glamping in Hong Kong] Kam Tin Pastoral Glamping,"Visit the Pak Nai Tribe located in Shek Kong, Pat Heung. Overlook Tai Mo Shan and Ji Kung Ling from one of the few large-scale special camping sites in the New Territories of Hong Kong that covers more than 90,000 square feet. Enjoy its new luxury camp area, self-service camp area, and even a recreational area.The brand new glamping area launched in 2019 was renovated and reopened in May 2021.Choose from 3 special camps: Sailing Camp, Tribal Camp, and Starry Sky Camp.Each camp is equipped with hotel-style packages, including new independent bathrooms, hot and cold showers, heating and cooling fans, hairdryers, electric ceramic stoves, and electric hot water cookers, allowing you to travel with minimal equipment.The camp has carried out a mosquito extermination project to reduce the number of mosquitoes on the site.Feel free to bring your pets on your camping trip.",https://www.kkday.com/zh-tw/product/123895,7258,20220317,4.5,2,港澳,['香港'],"['戶外休閒', '露營', '自然生態']"
Burj Khalifa tickets: levels 124 and 125,Book your tickets to the Burj Khalifa to ride speedy elevators and visit the tallest building in the world.,https://www.kkday.com/zh-tw/product/122188,775,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
[Holiday-Limited] DK Aromatherapy DIY Diffuser Stone,"Want to give a thoughtful gift to family and friends on their birthdays, or other special events? Learn to make diffuser stones and gift your loved ones the healing effect of essential oils! In this workshop, the DK Aromatherapy instructor will teach you how to use pure aromatherapy oil and other materials to make 3 different shapes of diffuser stones. Parents can also bring their children (aged 12 or below) along with them!",https://www.kkday.com/zh-tw/product/100983,1241,20220316,5,3,港澳,['香港'],['DIY課程']
【最大77%OFF・アトラクション券付き】東京｜東京ドームホテル｜宿泊プラン,東京ドーム・遊園地などが集まる東京ドームシティ内に建つ４３階建ての高層ホテル。高層階から見渡す眺めは、他のホテルでは味わうことのできない素晴らしいパノラマです。 ゆとりある空間、モダンで温かみのあるインテリア、遊び心のあるアートワーク、そして美しい眺望。さまざまな表情の東京を眺めながら、 くつろぎのひとときをお過ごしいただけます。,https://www.kkday.com/zh-tw/product/124412,1235,20220318,0,0,日本,['東京'],"['景點門票', '飯店', '主題樂園']"
日本で台湾気分！｜雑色｜喜喜豆漿・台湾式朝御飯・鹹豆漿｜レストラン予約,台湾の小さな朝食店の雰囲気を再現した隠れ家的な店舗、注文は台湾の食堂と同じように、食べたい料理を伝票にチェックしてお店の方に渡します。台湾朝食の定番鹹豆漿・台湾の豆乳スープ・饅頭のほか、人気の鶏肉飯と魯肉飯も堪能できます。朝のエナジーチャージに是非！,https://www.kkday.com/zh-tw/product/119084,339,20220330,5,2,日本,['東京'],"['餐廳訂位', '當地美食']"
Dubai IMG Worlds of Adventure tickets,Enjoy IMG Worlds of Adventure tickets in Dubai and get your adrenaline pumping on attractions and rides based on iconic superheroes and cartoon characters.,https://www.kkday.com/zh-tw/product/122218,2542,20220317,3,2,阿拉伯聯合大公國,['杜拜'],['景點門票']
IMG Worlds of Adventure,One of the world's largest indoor theme parks covering an area in excess of 1.5 million square feet. Ramp up the thrills riding roller coasters and rides based on iconic Marvel superheroes and Cartoon Network superstars. Step back in time with a prehistoric dinosaur experience at the Lost Valley Adventure Zone.,https://www.kkday.com/zh-tw/product/114032,2535,20220315,5,1,阿拉伯聯合大公國,['杜拜'],['景點門票']
Vancouver Art Gallery tickets,Enjoy the Vancouver Art Gallery with family and friends. See historical and contemporary art from British Columbia and around the world.,https://www.kkday.com/zh-tw/product/125497,155,20220316,0,0,加拿大,['溫哥華'],['景點門票']
【48%OFF！KKday限定販売】山梨・石和温泉｜びゅーグループ湯めぐりツアー｜３施設の日帰り入浴券,びゅーグループ３施設のお風呂を巡る「湯めぐり」をお楽しみいただけます。３つ源泉からなる３つの温泉、ホテル毎異なる風情が愉しめます。ご利用時間は15時から18時まで。電車でお越しの方には、３施設間の無料オンデマンドバスをご利用いただけます。フェイスタオルとバスタオル（貸与）付きなので、手ぶらでお越しいただけます。バディソープやシャンプー・コンディショナーをはじめ、各種アメニティも充実しております。,https://www.kkday.com/zh-tw/product/123773,266,20220315,0,0,日本,['山梨'],"['景點門票', '身心療育', '飯店']"
Illuseum Berlin: Skip The Line,"See the laws of physics bend to the power of fun at Berlin's illusion museum. Stagger along a vortex tunnel, shrink your loved ones down to size in the Ames room, appear to levitate, and more!. Enjoy some whimsical, interactive fun at a family-friendly museum of optical illusions and immersive physics exhibits.",https://www.kkday.com/zh-tw/product/123236,377,20220315,0,0,德國,['柏林'],['景點門票']
LEGOLAND® Water Park Dubai - Dubai Parks and Resorts,"Two Park pass can be exchanged for entry to MOTIONGATE™ Dubai, Bollywood Parks™ Dubai, LEGOLAND® Dubai or LEGOLAND® Waterpark. In LEGOLAND® Water Park Dubai, Glide and slip your way along its amazing rides as well as slides including Splash Out and the six-lane Slide Racers. Enthrall your toddlers, there is DUPLO Splash Safari, complete with four mini slides and life-sized Lego characters.",https://www.kkday.com/zh-tw/product/120509,1795,20220315,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Champagne vineyards and cellars day trip from Paris,"Spend a day in the Champagne region, visit the vineyards and famous cellars. Your guide will tell you all about the secrets of the favorite French sparkling wine!",https://www.kkday.com/zh-tw/product/118536,6170,20220401,0,0,法國,['巴黎'],['景點門票']
One hour city sightseeing bus tour in Munich,Explore Munich during this 1-hour city sightseeing tour and see its most interesting sights. Book your tickets in advance.,https://www.kkday.com/zh-tw/product/125491,363,20220401,0,0,德國,['慕尼黑'],['景點門票']
LEGOLAND® Discovery Centre Berlin,"A LEGO®-tastic place to unleash your inner artist, architect, and child. The new NINJAGO City Adventure is two levels of fun and challenging obstacles for little ones to practice their sneaky deadly martial arts. Visit the LEGO® factory to see hot raw plastic molded into the iconic LEGO® brick shape - you'll even get a souvenir brick to take home with you!.",https://www.kkday.com/zh-tw/product/123739,589,20220316,0,0,德國,['柏林'],['景點門票']
Ziptrek Moa Tour,The Moa zipline adventure tour will serve as the perfect starter to your adventure experiences in New Zealand's Queenstown region!,https://www.kkday.com/zh-tw/product/123652,2808,20220316,0,0,紐西蘭,['皇后鎮'],"['戶外休閒', '自然生態', '刺激冒險']"
World Trade Center photo safari,Discover the magnificence of New York City's newest landmarks in Lower Manhattan while developing architectural photography skills on this tour.,https://www.kkday.com/zh-tw/product/122440,3596,20220603,0,0,美國,['紐約'],['景點門票']
Brooklyn Bridge photo safari,Book your Brooklyn Bridge photo safari with Musement to take the best photos of this iconic landmark with a professional photographer guide.,https://www.kkday.com/zh-tw/product/122418,2883,20220606,0,0,美國,['紐約'],['景點門票']
Private Vilnius party bus rental,Ride on a party bus through Vilnius and listen music that is chosen according to your taste. Enjoy premium spirits and traditional Lithuanian snacks.,https://www.kkday.com/zh-tw/product/122346,1806,20220317,0,0,立陶宛,['維爾紐斯'],['景點門票']
Hell's Kitchen dessert public tour,Taste the best desserts of New York City and learn about the history of Hell's Kitchen with this 2-hour food tour.,https://www.kkday.com/zh-tw/product/122300,1860,20220316,0,0,美國,['紐約'],['景點門票']
Mount Rigi day trip from Lucerne,Enjoy a day trip to the top of Mount Rigi. Your tour includes a ride in an aerial cable car and cogwheel train and a cruise on beautiful Lake Lucerne.,https://www.kkday.com/zh-tw/product/122299,1767,20220501,0,0,瑞士,['琉森'],['景點門票']
Cesky Krumlov day trip from Prague,Discover a medieval town Cesky Krumlov during your stay in Prague. Book your tickets online and learn about the history of the town in the South Bohemian Region of the Czech Republic.,https://www.kkday.com/zh-tw/product/122247,3069,20220317,0,0,捷克,['布拉格'],['景點門票']
Broadway & Times Square guided walking tour,Book a Broadway & Times Square guided walking tour with us today!,https://www.kkday.com/zh-tw/product/122210,868,20220316,0,0,美國,['紐約'],['景點門票']
London Eye fast-track tickets,Book these tickets now for fast track access to the London Eye to enjoy the best panoramic view of the city and its most loved attractions.,https://www.kkday.com/zh-tw/product/122208,1302,20220318,0,0,英國,['倫敦'],['景點門票']
Red dunes safari with sandboarding camel ride and BBQ,"Enjoy a red dune safari with family and friends. See the weel-known Lahbab, go dune bashing, have traditional coffee, and a tasty BBQ.",https://www.kkday.com/zh-tw/product/120861,1395,20220318,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Savory Bites and Neon Lights food and helicopter tour from Las Vegas,Feel like a VIP with service with no lines and immediate seating on the Savory Bites and Neon Lights tour. Book now on Musement!,https://www.kkday.com/zh-tw/product/118994,9828,20220316,0,0,美國,['拉斯維加斯'],['景點門票']
Hamburg morning tour with Reeperbahn harbor and fish market,"Sunday mornings in Hamburg are magical, when the sun rises over the harbor and the fish market comes to life. Experience it yourself with this tour!",https://www.kkday.com/zh-tw/product/118992,868,20220320,0,0,德國,['漢堡'],['景點門票']
Guided city tour of Cologne's highlights in a nutshell,Explore the immediate vicinity of the cathedral and the old town of Cologne on foot! A certified guide will lead you through the city. Book your tour in advance!,https://www.kkday.com/zh-tw/product/118951,316,20220319,0,0,德國,['科隆'],['城市觀光']
Full day tour of Utah Omaha & US airborne sectors,Book now your full-day Tour of the sites in Normandy and discover all the most significant battlefield sites of WWII,https://www.kkday.com/zh-tw/product/118872,1705,20220318,0,0,法國,['卡昂'],['景點門票']
Cape Peninsula shared or private half-day tour,"Hop off at one of the many picnic spots where you can take photographs and enjoy the breathtaking views of the rugged cliffs, the ocean, the beaches (and perhaps) whales and dolphins!",https://www.kkday.com/zh-tw/product/118847,961,20220317,0,0,南非,['開普敦'],['景點門票']
Private transfer between Krakow city and Zakopane,Take advantage of a private and flexible transportation between Zakopane and Krakow with top-quality pick-up and drop-off service.,https://www.kkday.com/zh-tw/product/118817,3100,20220317,0,0,波蘭,['克拉科夫'],['景點門票']
Palermo traditional food tour,Explore the streets of Palermo and discover hidden food gems in the Sicilian capital of food.,https://www.kkday.com/zh-tw/product/118807,1070,20220317,0,0,義大利,['西西里'],['景點門票']
Sightseeing Rabat from Casablanca - 1 day,Buy your Sightseeing Rabat from Casablanca for 1 day with Musement and discover Morocco's coastal capital and its beautiful architecture.,https://www.kkday.com/zh-tw/product/118804,2666,20220319,0,0,摩洛哥,['卡薩布蘭卡'],['景點門票']
Fjord excursion by RIB boat,"Exploring the Arctic fjords is an amazing experience that everyone should experience while in the far north, especially on a RIB boat.",https://www.kkday.com/zh-tw/product/118798,1922,20220318,0,0,挪威,['特羅姆瑟'],['景點門票']
Hamburg’s Red Light District private tour in St. Pauli quarter,See Hamburg's Red Light District and discover the sights of St. Pauli quarter on this guided tour. Learn about Germany's underground entertainment.,https://www.kkday.com/zh-tw/product/118769,4030,20220318,0,0,德國,['漢堡'],['景點門票']
Sachsenhausen Concentration Camp Memorial guided tour,Visit the former Sachsenhausen concentration camp in Berlin. Learn all about its history as the brutal training ground for SS and its fate after the war.,https://www.kkday.com/zh-tw/product/118711,899,20220319,0,0,德國,['柏林'],['景點門票']
Private walking tour of Leiden with canal cruise,"Buy your private walking tour of Leiden, plan and book your amazing activities in Holland!",https://www.kkday.com/zh-tw/product/118679,1209,20220319,0,0,荷蘭,['南荷蘭省'],['景點門票']
Prague's Monasteries and Breweries: beer tour with a Historian,"Buy your Beer and Monasteries tour, a High Brow Brew Tour with a local Historian. Get informed, plan and book your amazing activities in Prague.",https://www.kkday.com/zh-tw/product/118674,1705,20220317,0,0,捷克,['布拉格'],['景點門票']
2-hour Golden Gate Bridge Lombard Loop and Presidio GoCar tour,Book your Golden Gate Bridge GoCar tour and enjoy a 2-hour sightseeing loop with departure from Fisherman's Wharf.,https://www.kkday.com/zh-tw/product/118634,4279,20220316,0,0,美國,['舊金山'],['景點門票']
Small-group day tour to Giethoorn from Amsterdam,Enjoy a personalized experience without the crowds. Discover the picturesque Giethoorn on a small-group day-trip.,https://www.kkday.com/zh-tw/product/118591,6170,20220318,0,0,荷蘭,['阿姆斯特丹'],['景點門票']
Montserrat full-day trip from Barcelona with brunch,"Climb the mountain of Montserrat and admire the impressive landscapes. Enjoy an excursion from Barcelona, visit the Basilica and Monastery and taste a brunch.",https://www.kkday.com/zh-tw/product/118587,2077,20220401,0,0,西班牙,['巴塞隆納'],['景點門票']
Bremen Cathedral and marketplace tour,See the charming old town of Bremen and explore the marketplace and see some of the city's highlights. Admire the Bremen Cathedral.,https://www.kkday.com/zh-tw/product/118584,372,20220401,0,0,德國,['不萊梅'],['景點門票']
Wine cellar visit and tasting with lunch included  in La Rioja,"Enjoy a visit to two wine cellars (bodegas), relax walking through the wineyards, learn about the wine-making process and taste the flavours on a wine tasting in each wine cellar.",https://www.kkday.com/zh-tw/product/118529,4030,20220317,0,0,西班牙,['聖塞巴斯提安'],['一日遊']
Vizcaya Museum and Gardens with transportation,Book your tickets to the Vizcaya Museum and Gardens with Musement for roundtrip transportation from Miami to this palatial Italian-style villa.,https://www.kkday.com/zh-tw/product/118520,2418,20220317,0,0,美國,['邁阿密'],['景點門票']
GoCar Barcelona experience,Book now your GoCar with Musement and explore Barcelona city centre. Admire some of Gaudi's iconic buildings including and the major sights of the Catalan city.,https://www.kkday.com/zh-tw/product/118500,1550,20220317,0,0,西班牙,['巴塞隆納'],['景點門票']
Nizbor glass factory and Pilsner Urquell brewery tour day trip,Book your day trip to Nizbor glass factory and Pilsner Urquell brewery from Prague. Visit a glass factory and learn how pilsner is brewed.,https://www.kkday.com/zh-tw/product/118499,2416,20220318,0,0,捷克,['布拉格'],['景點門票']
Private walking tour of Groningen,Buy your private walking tour of Groningen to plan and book your amazing activities in Holland!,https://www.kkday.com/zh-tw/product/118496,899,20220319,0,0,荷蘭,['格羅寧根省'],['景點門票']
Two day tour of Petra from Eilat,"Book your two day tour of Petra from Eliat with Musement. Discover the Bedouin Wadi Rum and the amazing desert city Petra, one of the eight wonders of the world",https://www.kkday.com/zh-tw/product/118492,8898,20220317,0,0,以色列,['南部區'],['景點門票']
London highlights taxi tour,Book your London highlights taxi tour. Discover the best of London's famous and iconic highlights on this 3-hour tour in a genuine London taxi.,https://www.kkday.com/zh-tw/product/118369,8418,20220317,0,0,英國,['倫敦'],['景點門票']
Private walking tour of Mont Saint-Michel and Abbey,Book a private tour of Mont Saint-Michel village and discover fascinating stories and anecdotes about this exceptionnal island classified by UNESCO as a world heritage site.,https://www.kkday.com/zh-tw/product/118297,9611,20220401,0,0,法國,['聖米歇爾山'],['景點門票']
Wine tastings at San Quirico winery,Come to San Gimignano to enjoy a tour of San Quirico cellar and the tasting of its local wines.,https://www.kkday.com/zh-tw/product/117852,465,20220317,0,0,義大利,['羅馬'],['一日遊']
Arctic fjord sightseeing by minibus,Join this sightseeing tour with the whole family to visit the fjords and nature of Northern Norway from the comfort of a warm minibus.,https://www.kkday.com/zh-tw/product/117553,2232,20220317,0,0,挪威,['特羅姆瑟'],['景點門票']
La Scala Opera House and Museum tour,"Book a tour of La Scala Opera House and Museum, discover facts and anecdotes about great artists such as Verdi and Toscanini and get on the stage that Maria Callas walked on.",https://www.kkday.com/zh-tw/product/117152,589,20220319,0,0,義大利,['米蘭'],['景點門票']
東京ドームホテル | スーパーダイニング「リラッサ」・ディナーブッフェ | 全国ご当地グルメフェア ～ふるさと祭り東京presents～,都心最大級のエンタテインメントエリア“東京ドームシティ”にそびえる東京ドームホテル。ひとりひとりのお客様に心からリラックスしてお食事をお楽しみいただけるよう、個性豊かな食空間をご用意しております。「ふるさと祭り東京ー日本のまつり・故郷の味ー」とは 全国のお祭りが一堂に会し、迫力ある演舞を楽しみながら、日本各地の“うまい”を堪能することが できる「ふるさと祭り東京」。全国各地からご当地自慢の絶品どんぶりが集まり、食べ比べたお客様によ る投票で「No.1 ご当地どんぶり」の座を競い合う「全国ご当地どんぶり選手権」をはじめ、「ご当地ス イーツマルシェ」など様々な企画を実施。これまで 12 回の開催で延べ 440 万人以上のお客様に、伝統 のお祭りとご当地の味をお届けしています。,https://www.kkday.com/zh-tw/product/115274,993,20220318,0,0,日本,['東京'],"['當地美食', '餐廳訂位', '特色行程']"
Tour of Denpasar,"Book your tour of Denpasar and visit a local traditional market, where you'll marvel at the displays of arts and crafts, local foods and jewelry",https://www.kkday.com/zh-tw/product/113649,403,20220317,0,0,印尼,['峇里島'],['景點門票']
Bollywood Tour,"If live shoots, Bollywood sets and dance shows excite you, then sign up for a Bollywood tour to peek inside the world of Indian cinema. Book today and don't miss out!",https://www.kkday.com/zh-tw/product/113642,4310,20220318,0,0,印度,['孟買'],['景點門票']
Bayad Eco-Trek,Book your Eco-Trek tour in Bayad and explore Bali as you go through the scenic Bayad village,https://www.kkday.com/zh-tw/product/113639,961,20220401,0,0,印尼,['烏布'],['特色行程']
Classic Bali Tour: Uluwatu and BBQ at Jimbaran bay,"Book your tour of Bali, visit the Uluwatu Temple and admire the view from the stunning cliff where it stands.",https://www.kkday.com/zh-tw/product/113599,1085,20220317,0,0,印尼,['峇里島'],['景點門票']
A day as you wish in Bali with private transport,"Book your tour of Bali, create your own itinerary and decide what you want to see for a more personalized experience as you go through the island",https://www.kkday.com/zh-tw/product/113590,341,20220317,0,0,印尼,['峇里島'],['景點門票']
Introduction to Bali,"Book your Introduction to Bali tour and discover amazing sites like Goa Gajah, the Kintamani village and the Tegalalang rice terrace",https://www.kkday.com/zh-tw/product/113577,558,20220317,0,0,印尼,['峇里島'],['景點門票']
Dubai Old Town and souk history tour,"Discover the old Dubai with this walking tour! Take a stroll through the Bastakiya, the old city, and explore the spice and gold souks!",https://www.kkday.com/zh-tw/product/118513,1457,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
"[Hotel Dining offer 2022]  The Tai Pan Semi-Buffet Breakfast ｜Set Lunch｜Weekend Brunch｜The Murray, Hong Kong","Presenting an unrivalled modern bistro fare, The Tai Pan delivers a delightful experience of a more relaxing and cosy nature. From breakfast to dinner and semi-buffet brunch on the weekend, the dishes are inspired by the finest seasonal organic ingredients and artisan produce to take classics to new heights.In the mornings, guests may also enjoy an elegant display of international breakfast dishes, from freshly baked breads and bakery items to healthy smoothies and fruit bowls.  The restaurant can accommodate up to 56 guests indoors with additional outdoor seats overlooking the garden.",https://www.kkday.com/zh-tw/product/100737,719,20220316,4.33,12,港澳,['香港'],"['餐廳訂位', '當地美食']"
"[Hotel Afternoon Tea offer 2022] Popinjays A Teatime Time｜The Murray, Hong Kong","Treat your loved ones to a new and elevated afternoon tea experience on the rooftop where you will tuck into an indulgent array of exquisite sweet and savoury bites on display. Freshly baked scones and selected canapés will also be served by the table.Offering a unique flair that is reminiscent of a Viennese patisserie, the afternoon tea buffet promises to be a sweet feast for dessert aficionados.",https://www.kkday.com/zh-tw/product/126630,1118,20220316,4,2,港澳,['香港'],"['餐廳訂位', '當地美食']"
[Exclusive Offer] Craft Beer Tasting Class,"Delve into the delicious world of craft beer!Taste different types of beer and broaden your horizons as you discover the fun of crafting beer.This course is also suitable for those who want to join the beer industry. After completing all the beginner and advanced courses, you will be able to introduce or select and purchase beer for catering customers.",https://www.kkday.com/zh-tw/product/123761,1270,20220416,0,0,港澳,['香港'],['DIY課程']
Vatican Museums skip-the-line tickets with optional Saint Peter’s Basilica,Book an exclusive skip-the-line entrance and assistance of a Musement representative and access the Museums in the quickest way possible!,https://www.kkday.com/zh-tw/product/122225,682,20220317,3.67,3,義大利,['羅馬'],['景點門票']
日本で台湾気分！｜縁結び！台湾文化体験 日帰りツアー｜少人数プレミアムプラン｜新宿出発・新宿着,台湾旅行へ行きたい！そんな気持ちをずっとお持ちの皆さまに、少しでも台湾気分を味わえる、日帰りの文化体験ツアーをご用意しました！名付けて「日本で台湾気分」、KKdayだけのオリジナルツアーです。日本在住の台湾人ガイドが、東京都内で台湾の雰囲気を感じられる、とっておきのスポットへお連れいたします。台湾で有名なパワースポット「霞海城隍廟（シアハイチェンホアンミャオ）」にいる縁結びの神様“月下老人（ユエシァラオレン）”でお参りして良縁が成就をゲットしましょう！,https://www.kkday.com/zh-tw/product/103717,3124,20220319,5,1,日本,['東京'],"['一日遊', '特色行程', '城市觀光']"
KL Hop-on Hop-off Sightseeing Bus Tour,"Live Crew Commentary, Open Deck View and Disabled Friendly. More than 15 Attractions along the tour. Photo stops at a most famous iconic building.",https://www.kkday.com/zh-tw/product/124978,205,20220315,3,1,馬來西亞,['吉隆坡'],['一日遊']
Lunch cruise on the River Thames,"Book tickets for this lunch cruise on the River Thames now for fantastic views of the city, delicious food and fascinating commentary.",https://www.kkday.com/zh-tw/product/117230,1085,20220319,0,0,英國,['倫敦'],['景點門票']
San Diego SEAL Tour at Seaport Village,"It's a boat! It's a bus! It's San Diego's original amphibious Sea and Land Adventure! Don't miss this exciting, entertaining adventure of a lifetime to see America's Finest City as you have never seen it before!",https://www.kkday.com/zh-tw/product/118641,279,20220317,0,0,美國,['聖地牙哥'],['景點門票']
"[Hotel Dining offer 2022] Tapas Lunch/ Paella Brunch at Murray Lane｜The Murray, Hong Kong","Savour a delicioso gastronomic journey with the Tapas Lunch or Paella Brunch at Murray Lane and make your gathering a chill and cosy one.A brainchild of Executive Chef Edgard Sanuy from Barcelona, the menu sees the finest ingredients that you will always find in the best Spanish kitchens. Designed for sharing among the table, the Tapas Brunch serves a delicious spread of cold cuts, cheeses and bakery delights on display, your choice of three made-to-order dishes from a scrumptious tapa selection, a weekly carvery and desserts.Ideal from causal and business catch ups, introducing Murray Lane's Tapas Lunch, an extension of flavorful excitements from weekends to weekdays. The menu provides an array of gourmet tapas selections, in addition to the refreshing salad and appetizer station, soul-warming soup and carvery of the day, as well as crispy sweet churros to ensure a vigorous week ahead.",https://www.kkday.com/zh-tw/product/101091,1237,20220316,0,0,港澳,['香港'],"['餐廳訂位', '當地美食']"
Grouse Mountain Winter Admission Ticket,Enjoy plenty of winter activities at Grouse Mountain with this admission ticket.,https://www.kkday.com/zh-tw/product/125554,806,20220317,0,0,加拿大,['溫哥華'],['景點門票']
City Sightseeing hop-on hop-off bus tour of Bath,Hop-on-hop-off sightseeing tours of Bath. Book now with Musement and discover the fascinating history and culture of the ancient Roman city of Bath!,https://www.kkday.com/zh-tw/product/125275,372,20220317,0,0,英國,['西南英格蘭'],['景點門票']
Entrance tickets to the Choco Story museum in Brussels,"Discover the world of chocolate at the Choco-Story museum in Brussels, learn the process of artisanal chocolate making and taste the best chocolates.",https://www.kkday.com/zh-tw/product/125269,202,20220317,0,0,比利時,['布魯塞爾'],['景點門票']
Jewish Museum Berlin,"A moving, immersive, and visceral space exploring Jewish culture and history. Discover one of the world's most unique, symbolic, and ingeniously designed museum experiences. Be immersed in art installations and learn the complex and multi-faceted history of Jewish cultural identity.",https://www.kkday.com/zh-tw/product/123738,262,20220411,0,0,德國,['柏林'],['景點門票']
Neues Museum: Skip The Line,"The treasures of Egypt and art through the ages. Walk around ancient archaeological finds from the Stone, Ice, Iron and Bronze ages - a guaranteed history lesson to remember. Learn about ancient cultures, their daily lives and the art and tools that shaped their worlds, all in the middle of Berlin!.",https://www.kkday.com/zh-tw/product/123238,379,20220315,0,0,德國,['柏林'],['景點門票']
Round-trip cable car ticket to Glacier 3000,Ride with a cable car up to the Glacier 3000 and enjoy a breathtaking view of 24 peaks over 4000 meters.,https://www.kkday.com/zh-tw/product/122389,1240,20220317,0,0,瑞士,['蒙特勒'],['景點門票']
Edge general admission tickets,Book your Edge general admission tickets with us today and experience the highest outdoor sky deck in the Western Hemisphere!,https://www.kkday.com/zh-tw/product/122310,992,20220316,0,0,美國,['紐約'],['景點門票']
Eye on the Thames river cruise,See London's best sights from the river Thames. The cruise features live commentary presented by expert guides that bring the city to life.,https://www.kkday.com/zh-tw/product/122206,372,20220317,0,0,英國,['倫敦'],['景點門票']
Karlovy Vary day trip from Prague,Book your Karlovy Vary spa excursion from Prague to see the famous hot springs and visit the Moser glass factory museum and glass shop.,https://www.kkday.com/zh-tw/product/122179,1550,20220318,0,0,捷克,['布拉格'],['景點門票']
Premium desert safari with BBQ dinner,Enjoy a premium desert safari together with family and friends and eat a delicious bbq dinner all together.,https://www.kkday.com/zh-tw/product/120854,1612,20220319,4,1,阿拉伯聯合大公國,['杜拜'],['景點門票']
Dubai Ice Rink,Dubai Ice Rink welcomes both first-time and amateur ice skaters in its Olympic-sized rink. Experience the feeling of skating in a real winter setting with Dubai Snowfall. Ice Marshalls ensure you skate in safety during your visit.,https://www.kkday.com/zh-tw/product/120521,580,20220315,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Day trip to Grindelwald First Mountain Adventure from Lucerne,"Take a 10-hour adventure in the Swiss Alps to ""Mount First - Top Adventure,"" with activities by zip line, cliff walk and descent by mountain cart.",https://www.kkday.com/zh-tw/product/118996,3503,20220514,0,0,瑞士,['琉森'],['景點門票']
Porto half-day tour of Port wine cellars and cheese tasting,Discover the most iconic and important points of Porto while stopping to learn about Port wine by visiting its cellars as well as tasting.,https://www.kkday.com/zh-tw/product/118987,760,20220321,0,0,葡萄牙,['里斯本'],['景點門票']
Costa Brava and Dalí full-day trip from Barcelona,"Enjoy a guided excursion from Barcelona to the Costa Brava, one of the most beautiful areas of Catalonia. Explore the villages of Calella de Palafrugell, Llafranc and Pals, and visit the Dalí Theatre-Museum in Figueres.",https://www.kkday.com/zh-tw/product/118956,2449,20220602,0,0,西班牙,['巴塞隆納'],['景點門票']
Alsace full-day shared wine tour from Strasbourg,Book an full-day shared tour from Strasbourg touring Alsace and tasting varietals in one of France's top wine regions.,https://www.kkday.com/zh-tw/product/118870,4030,20220319,0,0,法國,['史特拉斯堡'],['景點門票']
Douro Valley guided tour with wine tasting lunch and river cruise from Porto,"Book your Douro Valley guided tour with wine tasting, lunch and river cruise from Porto to discover Peso da Régua, Pinhão and Casal de Loivos by land and also by boat along the Douro River with wine and olive oil tastings.",https://www.kkday.com/zh-tw/product/118770,775,20220317,0,0,葡萄牙,['里斯本'],['景點門票']
